id,headline,keywords,contents,date,source
1,PSD Sector 1 a reclamat la BEC că le-a fost falsificată pagina oficială de Facebook,"reclamat,sector,pagina,falsificată,facebook,oficială","Social-democrații de la organizația PSD Sector 1 au sesizat Biroul Electoral Central și alte instituții abilitate asupra faptului că le-a fost falsificată pagina oficială de Facebook. „Pagina din acest screen shot nu este pagina noastră  oficială. Orice îndemn sau postare politică făcută de pe acest cont nu este opinia PSD Sector 1. În acest sens, organizația noastră a sesizat astăzi Biroul Electoral Central şi celelalte instituții abilitate pentru a afla cine se află în spatele acestui cont şi a postărilor, asumandu-şi ilegal identitatea organizației noastre”, arată postarea de pe contul PSD Sector 1 de pe rețeaua de socializare. Citește și: Avertismentul MAI: campanie de influențare a procesului electoral prin clonarea site-urilor unor instituții publice, televiziuni Setarile tale privind cookie-urile nu permit afisarea continutul din aceasta sectiune. Poti actualiza setarile modulelor coookie direct din browser sau de aici – e nevoie sa accepti cookie-urile social media Editor : A.P.",2025-05-17T16:22:49+03:00,https://www.digi24.ro/alegeri-prezidentiale-2025/psd-sector-1-a-reclamat-la-bec-ca-le-a-fost-falsificata-pagina-oficiala-de-facebook-3244339
2,"AUR, după întâlnirea cu reprezentanții MAE, MAI și AEP. Partidul susține că în Republica Moldova continuă turismul electoral","reprezentanții,întâlnirea,electoral,susține,moldova,continuă,partidul,republica,turismul","O delegație a AUR a avut întâlniri, sâmbătă, cu reprezentanții ai Ministerul Afacerilor Interne, ai Ministerului de Externe și ai Autorității Electorale Permanente. Partidul condus de George Simion, candidat în turul al doilea al alegerilor, susține că vrea să prevină fraudarea votului, în special în diaspora. După întrevedere, liderul deputaților AUR Mihai Enache a anunțat că a transmis instituțiilor că problemele cu votul în Republica Moldova continuă, unde s-ar implica în continuare partidele politice de acolo „în favoarea unui anume candidat”, iar turismul electoral continuă, susține el. ACTUALIZARE 13.38 „Am atras atenția asupra dorinței noastre ca toate aceste instituții să depună toată eforturile necesare, în așa fel încât situația care se va refleca în urma votului să fie corectă până la ultimul vot. Am adus la cunoștință tuturor instituțiilor problemele care continuă în Republica Moldova în ceea ce privește implicarea partidelor politice din Republica Moldova și a instituțiilor publice din Republica Moldova în favoarea unui anume candidat, continuarea turismului electoral ce se desfășoară inclusiv cu mașini ale instituțiilor publice din Republica Moldova. Facem din nou un apel la conducătorii Republicii Moldova de a lăsa poporul român să se exprime liber, inclusiv frați nostri moldoveni de peste Prut care trebuie lăsați să voteze când vor ei, cum vor ei și când vor ei, fără a mai fi presați, șantajați sau obligați să meargă în grupuri cu șefii lor, cu diverși organizatori de grupuri de votanți. Trebuie să punem stop și am solicitat MAE, MAI și AEP măsuri ferme pentru a stopa acest fenomen ce se desfășoară în Republica Moldova”, a declarat Mihai Enache, sâmbătă la sediul MAI, după întâlnirea cu reprezentații instituților responsabile de desfășurarea alegerilor. „Facem apel la alte entități străine, cum ar fi ambasada Franței de a nu se implica în alegerile libere care trebuie să se desfășoare în România”, a mai spus deputatul AUR. Mihai Enache a vorbit și despre faptul că a adus „la cunoștinta instituțiilor și alte sesizări pe care le-am primit de la colegii noștri care își desfășoară activitatea în secții și în afara secțiilor și am solicitat măsuri sporite de prevenire a unui turism electoral ce se desfășoară și azi și s-a desfășurat și ieri”. „Sunt grupuri de turiști, toți cu cărți de identitate electronice nou eliberate, care merg în grupuri, în special în Italia și în Spania să voteze. Foarte mulți din zona Clujului, acolo unde s-au eliberat prima dată în România aceste cărți de identitate. De asemenea, le-am solicitat colegilor de la MAI atenție sporită mâine în ceea ce privește turismul electoral intern care se va desfășura, după cum avem noi informații, de anumite societăți comerciale care au fost presate de niște factori pe care autoritățile trebuie să le dezvăluie, la un moment dat, să își ducă muncitorii să voteze și să le controleze votul”, a conchis el. Știrea inițială O delegație a Alianței pentru Unirea Românilor (AUR) a fost primită vineri, 16 mai, de conducerea Serviciului de Telecomunicații Speciale (STS), după ce partidul care îl susține în turul al doilea pe George Simion a acuzat „posibile fraude electorale”. După întâlnirea de vineri, reprezentanții STS au dat asigurări pentru „buna desfășurare” a procesului electoral , iar Ministerul de Interne a subliniat că „nu au fost înregistrate incidente de natură să perturbe procesul electoral”. Ministerul de Externe acuză că mesajele AUR reprezintă „încercări grave și flagrante de manipulare a alegerilor”. Deși procesul de votare pentru turul al doilea al alegerilor prezidențiale abia abia începuse vineri în diaspora, AUR și George Simion deja induc ideea în spațiul public că ar exista „fraude electorale”, în special în Republica Moldova.  George Simion îi cerea Maiei Sandu „să oprească turismul electoral din R. Moldova”, potrivit unei postări pe Facebook. Din delegația partidului care va participa la întrevederile de azi fac parte liderul deputaților AUR Mihai Enache,  europarlamentarul AUR, avocata Maria-Georgiana Teodorescu, Avocata Silvia Uscov, deputata AUR Ramona Lovin, europarlamentarul AUR Adrian Axinia și senatorul AUR, juristul Laurențiu Plăeșu. Editor : A.P.",2025-05-17T13:47:44+03:00,https://www.digi24.ro/alegeri-prezidentiale-2025/aur-intalniri-cu-reprezentantii-mae-mai-si-aep-partidul-sustine-ca-vrea-sa-previna-fraudarea-votului-in-special-in-diaspora-3244147
3,"BEC, apel către candidații la prezidențiale: Continuarea acțiunilor de propagandă electorală este interzisă","continuarea,candidații,prezidențiale:,interzisă,către,electorală,acțiunilor,propagandă","Biroul Electoral Central a făcut un apel către cei doi candidați aflați în cursa prezidențială să nu emită în spațiul public mesaje care încalcă legea, odată ce campania electorală s-a încheiat în dimineață zilei de sâmbătă. ”În contextul în care, începând cu ora 7 din preziua votării, continuarea acţiunilor de propagandă electorală este interzisă, reprezentând campanie ilegală, BEC solicită competitorilor electorali să nu emită în spaţiul public mesaje care încalcă, direct sau indirect, această interdicţie, precum şi orice mesaje de natură a induce în eroare alegătorii”, a transmis, sâmbătă, BEC, într-un comunicat de presă. Biroul Electoral Central subliniază că, în colaborare cu celelalte autorități publice implicate în organizarea alegerilor” au fost luate toate măsurile legale pentru desfășurarea în condiții de legalitate a întregului proces electoral, atât în țară cât și în Diaspora. Campania electorală s-a încheiat, sâmbătă, la ora 07.00, urmând că duminică, la aceeași oră, să înceapă și votarea în țară. În străinătate votul a început încă de joi seară, la ora 22:00 a României și va continua până duminică, ora 21:00 a României. Prin acțiuni de propagandă se înțelege: afişarea, lansarea, plasarea, promovarea, publicarea, distribuirea şi/sau difuzarea de materiale publicitare politice (materiale de propagandă electorală) de orice tip care se referă la alegerile pentru preşedintele României; difuzarea de mesaje electorale care se referă la alegerile prezidenţiale în format audio, vizual sau mixt pe ecrane digitale amplasate în locuri publice, private sau prin intermediul unor vehicule special amenajate; sfătuirea alegătorilor să voteze sau să nu voteze anumiți candidați Editor : A.R.",2025-05-17T10:14:55+03:00,https://www.digi24.ro/stiri/actualitate/politica/bec-apel-catre-candidatii-la-prezidentiale-continuarea-actiunilor-de-propaganda-electorala-este-interzisa-3244119
4,"Horia Tecău, îndemn pentru români să meargă la vot: „Orice alegere care nu-i validată de o acţiune rămâne doar o idee”","idee”,acţiune,români,meargă,validată,îndemn,„orice,rămâne,tecău,,horia,alegere,pentru","Fostul tenismen Horia Tecău îi îndeamnă pe români să meargă la vot duminică, în turul al doilea al alegerilor prezidenţiale, el precizând, într-un mesaj video postat în social media, că orice alegere care nu este validată de o acţiune rămâne doar o idee. „Mergem la vot! E mai uşor decât crezi”, spune el. Setarile tale privind cookie-urile nu permit afisarea continutul din aceasta sectiune. Poti actualiza setarile modulelor coookie direct din browser sau de aici – e nevoie sa accepti cookie-urile social media Tecău precizează că a fi om pentru el înseamnă să fie conştient şi să aleagă adevărul, bunătate, profesionalism şi pe oamenii care îl reprezintă, care “chiar există şi merită să fie susţinuţi” „Înainte de orice rol - sportiv, antrenor, antreprenor – sunt om. Asta pentru mine înseamnă să fiu conştient, să observ şi să aleg. Ce să aleg? În primul rând adevărul. Să aleg ce vreau să trăiesc în viaţa mea. Să aleg bunătate, respect, curaj, pasiune, libertate, profesionalism. Să aleg oamenii care mă reprezintă. Iar aceşti oameni chiar există. Şi merită să fie susţinuţi. În final, orice dorinţă, orice alegere care nu-i validată de un gest, o acţiune, rămâne doar o idee. Aşa că duminică mergem la vot. E mai uşor decât crezi”, spune Horia Tecău. În turul doi al alegerilor prezidenţiale se înfruntă, în acest weekend, Nicuşor Dan şi George Simion. Editor : C.L.B.",2025-05-17T09:03:38+03:00,https://www.digi24.ro/alegeri-prezidentiale-2025/horia-tecau-indemn-pentru-romani-sa-mearga-la-vot-orice-alegere-care-nu-i-validata-de-o-actiune-ramane-doar-o-idee-3244089
5,"Alegeri prezidențiale 2025, turul 2. S-a încheiat campania și nu mai pot fi derulate acţiuni de propagandă electorală","prezidențiale,campania,acţiuni,derulate,electorală,alegeri,2025,,propagandă,turul,încheiat","Campania electorală pentru al doilea tur de scrutin al alegerilor prezidenţiale s-a încheiat sâmbătă, la ora 7:00. Potrivit Biroului Electoral Central, este interzisă continuarea propagandei electorale după încheierea campaniei electorale. Prin continuarea propagandei electorale, scrie Agerpres, se înţelege: afişarea, lansarea, plasarea, promovarea, publicarea, distribuirea şi/sau difuzarea de materiale publicitare politice (materiale de propagandă electorală) de orice tip care se referă la alegerile pentru preşedintele României; difuzarea de mesaje electorale care se referă la alegerile prezidenţiale în format audio, vizual sau mixt pe ecrane digitale amplasate în locuri publice, private sau prin intermediul unor vehicule special amenajate; sfătuirea alegătorilor să voteze sau să nu voteze anumiţi candidaţi. Totodată, după încheierea campaniei electorale, menţinerea conţinutului cu caracter electoral care a fost publicat pe durata campaniei pe pagini de internet şi pe platforme online de socializare şi care rămân afişate pe respectivele pagini sau aplicaţii, fără a fi promovate, nu constituie acţiune de continuare a propagandei electorale după încheierea campaniei electorale, cu excepţia versiunii respectivului material care a fost redistribuită ulterior încheierii campaniei. În perioada cuprinsă între momentul încheierii campaniei electorale şi până la încheierea votării, organizatorii evenimentelor de orice gen şi participanţii la acestea nu pot derula acţiuni de propagandă electorală, iar transmiterea către utilizatori a mesajelor de tip text sau audio-video prin care se urmăreşte influenţarea opţiunii privind exercitarea dreptului de vot se califică ca fiind o acţiune de continuare a propagandei electorale după încheierea acesteia. Este interzisă acordarea sau formularea promisiunii de acordare a unor beneficii şi recompense de orice fel pentru participarea la vot sau pentru manifestarea unei anumite opţiuni de vot, precizează BEC. În preziua şi în ziua votării, îndepărtarea materialelor publicitare politice din clădirea sediului secţiei de votare din ţară va fi dispusă de preşedintele biroului electoral al secţiei şi va fi dusă la îndeplinire de persoanele desemnate de primar, de îndată. Votarea în ţară începe duminică, la ora 7:00, şi se încheie la ora 21:00. Diaspora s-a prezentat la urne încă de vineri. Potrivit AEP, numărul total al alegătorilor înscrişi în listele electorale permanente este de 17.988.218 cetăţeni. De asemenea, numărul total de cetăţeni români cu domiciliul în străinătate care figurează cu drept de vot la acest scrutin este 1.016.327 de persoane. Editor : A.P.",2025-05-17T08:37:27+03:00,https://www.digi24.ro/alegeri-prezidentiale-2025/alegeri-prezidentiale-2025-turul-2-s-a-incheiat-campania-si-nu-mai-pot-fi-derulate-actiuni-de-propaganda-electorala-3244057
6,Alegeri prezidențiale 2025. Greșeli care pot duce la anularea votului în turul 2. Unde se pune corect ștampila pentru un vot valid,"anularea,prezidențiale,2025.,turul,valid,alegeri,votului,ștampila,corect,greșeli,pentru","În turul al doilea al alegerilor prezidențiale din 2025 este important ca ștampila să fie aplicată corect pe buletinul de vot, astfel încât opțiunea alegătorului să fie validă. În caz contrar, o simplă eroare, comisă din neatenție, poate duce la anularea votului. Legea electorală definește condițiile în care un buletin de vot este declarat nul și furnizează câteva instrucțiuni clare privind aplicarea corespunzătoare a ștampilei, pentru ca votul să fie luat în considerare. Autoritatea Electorală Permanentă ( AEP ) precizează că se ia în considerare intenția clară a alegătorului, dar orice lipsă de claritate poate duce la anularea votului. Unde se pune corect ștampila pentru un vot valid Sunt buletine de vot valabil exprimate acele buletine pe care: ștampila cu mențiunea „VOTAT’’ este aplicată în interiorul unui singur patrulater; ștampila cu mențiunea „VOTAT” depășește limitele patrulaterului, fără a atinge un alt patrulater, iar opțiunea alegătorului este evidentă; ştampila cu mențiunea „VOTAT” a fost aplicată de mai multe ori în același patrulater; ştampila cu mențiunea „VOTAT” a fost aplicată de mai multe ori, atât într-un patrulater, cât şi în afara oricărui alt patrulater; ștampila cu mențiunea „VOTAT” este aplicată în interiorul unui patrulater, dar pe buletinul de vot sunt înscrise olograf diverse mențiuni ale alegătorului (votul este considerat valabil indiferent de mențiunile înscrise pe buletinul de vot); votul este exprimat în condiţiile legale, dar buletinul de vot a fost introdus, de către alegător, în altă urnă decât cea corespunzătoare scrutinului pentru care este întrebuinţat. Este un buletin de vot nul și nu intră în calculul voturilor valabil exprimate: buletinul de vot pe care nu a fost aplicată ștampila de control a biroului electoral al secției de votare, până la înmânarea acestuia către alegător; buletine de vot care au alt model decât cel legal aprobat; buletine de vot pe care nu a fost aplicată ştampila cu menţiunea ”VOTAT”; buletinele de vot la care ştampila cu menţiunea „VOTAT"" este aplicată pe mai multe patrulatere sau în afara acestora, inclusiv în situația în care una dintre impresiunile unei ștampile a fost tăiată olograf sau există înscrieri olografe numai cu privire la valabilitatea uneia dintre acestea; ștampila cu mențiunea „VOTAT” depășește limitele patrulaterului și atinge un alt patrulater; buletinele de vot pe care a fost aplicată o ștampilă cu mențiunea „VOTAT"" care are alt model decât cel legal aprobat. Editor : C.S.",2025-05-17T12:16:17+03:00,https://www.digi24.ro/alegeri-prezidentiale-2025/alegeri-prezidentiale-2025-greseli-care-pot-duce-la-anularea-votului-in-turul-2-unde-se-pune-corect-stampila-pentru-un-vot-valid-3239751
7,"Alegeri prezidențiale 2025, turul 2: Ce este interzis în secția de votare și ce sancțiuni pot fi aplicate","prezidențiale,aplicate,interzis,sancțiuni,votare,alegeri,2025,,secția,turul","Al doilea tur de scrutin al alegerilor prezidențiale va avea loc duminică, 18 mai 2025, și se va desfășura în baza unui set riguros de reguli menite să garanteze corectitudinea și buna desfășurare a procesului electoral. Fotografierea buletinului de vot este strict interzisă, iar nerespectarea acestei interdicții poate duce la anularea votului și atragerea de sancțiuni legale. În turul al doilea al alegerilor prezidențiale din 2025 se vor confrunta George Simion, liderul partidului AUR, și Nicușor Dan, candidat independent și primar al Bucureștiului. Află ce este interzis să faci, atât în interiorul, cât și în apropierea secțiilor de votare. Interdicții în secția de votare și consecințele legale Potrivit ghidului publicat de Autoritatea Electorală Permanentă (AEP) constituie infracţiuni electorale următoarele fapte: Împiedicarea exercitării drepturilor electorale Împiedicarea, prin orice mijloace, a liberului exerciţiu al dreptului de a alege sau de a fi ales se pedepseşte cu închisoarea de la 6 luni la 3 ani. Coruperea alegătorilor Oferirea sau darea de bani, de bunuri ori de alte foloase în scopul determinării alegătorului să voteze sau să nu voteze o anumită listă de candidaţi ori un anumit candidat  Frauda la vot prin introducerea în urnă a mai multor buletine de vot decât are dreptul un alegător se pedepseşte cu închisoare de la 6 luni la 3 ani sau cu amendă şi interzicerea exercitării unor drepturi. Violarea confidențialității votului Violarea prin orice mijloace a secretului votului se pedepsește cu amendă.  Dacă fapta a fost comisă de un membru al biroului electoral al secţiei de votare, pedeapsa este închisoare de la 6 luni la 3 ani sau amendă şi interzicerea exercitării unor drepturi. Nerespectarea regimului urnei de vot Deschiderea urnelor, înainte de ora stabilită pentru închiderea votării, se pedepseşte cu închisoare de la unu la 3 ani sau cu amendă şi interzicerea exercitării unor drepturi. Falsificarea documentelor şi evidenţelor electorale Falsificarea prin orice mijloace a înscrisurilor de la birourile electorale se pedepseşte cu închisoarea de la unu la 5 ani şi interzicerea exercitării unor drepturi. Cu aceeaşi pedeapsă se sancţionează şi înscrierea în copia de pe lista electorală permanentă ori de pe lista electorală complementară a unor persoane care nu figurează în această listă. Introducerea în uz sau folosirea unui program informatic cu vicii care alterează înregistrarea ori însumarea rezultatelor obţinute în secţiile de votare sau determină repartizarea mandatelor în afara prevederilor legii se pedepseşte cu închisoarea de la 2 la 7 ani şi interzicerea exercitării unor drepturi. Cu aceeaşi pedeapsă se sancţionează introducerea de date, informaţii sau proceduri care duc la alterarea sistemului informaţional naţional necesar stabilirii rezultatelor alegerilor. De asemenea, este interzis comportamentul agresiv, scandalos sau consumul de alcool în incinta sau în apropierea secției de votare. În caz contrar, încălcarea acestor reguli poate duce la anularea votului, amenzi contravenționale sau răspundere penală, în cazuri grave. Editor : C.S.",2025-05-17T07:00:42+03:00,https://www.digi24.ro/alegeri-prezidentiale-2025/alegeri-prezidentiale-2025-turul-2-ce-este-interzis-in-sectia-de-votare-si-ce-sanctiuni-pot-fi-aplicate-3239687
8,"Rezultate exit poll alegeri prezidențiale, turul 2. Digi24 prezintă primele estimări duminică, la ora 21:00","duminică,,estimări,rezultate,21:00,primele,prezidențiale,,prezintă,digi24,alegeri,turul","Digi24 va prezenta duminică seară, la ora 21:00, primele rezultate ale sondajelor exit-poll realizate de institutele CURS și Avangarde. Pentru turul al doilea al alegerilor prezidențiale, Biroul Electoral Central a autorizat trei case de sondare să realizeze sondaje exit-poll: CURS, Avangarde și ARA. Primele estimări ale votului, făcute de CURS și Avangarde, vor fi afișate la ora 21:00, la închiderea oficială a urnelor, chiar dacă procesul de votare se poate prelungi la secțiile unde lumea încă stă la coadă pentru a vota. Pe tot parcursul zilei de duminică, Digi24 va face transmisiuni live de la cele două institute de sondare, CURS și Avangarde, unde se centralizează formularele completate de operatorii din teren la secțiile de votare. Trei case de sondare au fost acreditate să efectueze sondaje de opinie la ieşirea de la urne, la nivel naţional, la turul doi al alegerilor prezidenţiale de duminică. Potrivit Biroului Electoral Central, vor efectua exit-poll-uri, la nivel naţional: Grupul de Studii Socio-Comportamentale Avangarde, Centrul de Sociologie Urbană şi Regională - CURS și ARA Public Opinion. Editor : Redacția Digi24",2025-05-17T07:00:24+03:00,https://www.digi24.ro/alegeri-prezidentiale-2025/rezultate-exit-poll-alegeri-prezidentiale-turul-2-digi24-prezinta-primele-estimari-duminica-la-ora-2100-3243111
