id,headline,keywords,contents,date,source
22,"INTERVIUProfesorul Ion Coja: Un om avea o girafă. Dar nu i-a folosit la nimic. Nicușor are o tobă. Bum, Bum, Bum! Dreptul nostru de a spera este George Simion!Cine votează pentru Simion George votează pentru un om normal, integru, sincer, care încă din adolescență a pus ideea națională mai presus de orice. Votează un patriot, un naționalist! Frați români, Fiți naționaliști în ziua votului!","nimic.,nicușor,folosit,normal,,națională,patriot,,integru,,nostru,dreptul,simion!cine,orice.,pentru,frați,ideea,naționaliști,george,tobă.,români,,interviuprofesorul,naționalist!,spera,coja:,simion,adolescență,sincer,,girafă.,votează,presus,votului!",,,https://www.activenews.ro/opinii/Profesorul-Ion-Coja-Un-om-avea-o-girafa.-Dar-nu-i-a-folosit-la-nimic.-Nicusor-are-o-toba.-Bum-Bum-Bum-Dreptul-nostru-de-a-spera-este-George-Simion-197191
23,"Video LiveCĂLIN GEORGESCU LA MARIUS TUCĂ  - VIDEO ÎN DIRECT: Împreună cu George Simion facem o echipă fermă. Vom readuce bucuria în sufletele românilor. România este cea mai importantă țară din lume. Despre asta este vorbaÎmpreună cu George Simion facem o echipă fermă. Vreau să aduc binele 
poporului roman. Discutam de o situație gravă, de o altă Românie care 
este peste graniță. Acum suntem la ceasul alegerii: acum avem de optat 
între credință și necredință, a spus Călin Georgescu în emisiune, între 
altele.","importantă,peste,românia,roman.,sufletele,echipă,bucuria,vreau,direct:,marius,românie,călin,suntem,altele.,necredință,,între,optat,george,discutam,readuce,alegerii:,românilor.,facem,poporului,emisiune,,simion,vorbaîmpreună,împreună,livecălin,binele,situație,fermă.,credință,despre,lume.,graniță.,ceasul,georgescu,video,gravă,",,,https://www.activenews.ro/stiri/CALIN-GEORGESCU-LA-MARIUS-TUCA-VIDEO-IN-DIRECT-Impreuna-cu-George-Simion-facem-o-echipa-ferma.-Vom-readuce-bucuria-in-sufletele-romanilor.-Romania-este-cea-mai-importanta-tara-din-lume.-Despre-asta-este-vorba-197188
24,"INTERVIUCe a spus liderul AUR în presa franceză: ""Sunt singurul care denunț această lovitură de stat"". ""Marianne"" l-a întâlnit pe George Simion, naționalistul aflat în fruntea alegerilor prezidențiale din România: ”Trump este un model pentru mine!”Liderul AUR, George Simion, este ultra-prezent în presa internațională, spre deosebire de contracandidatul său progresist, Nicușor Dan, care este aproape inexistent. Candidatul prezidențaial al suveraniștilor acordă interviuri cu miez aproape pe bandă, de la presa de peste Ocean la cea din Europa occidentală,","""sunt,naționalistul,deosebire,nicușor,alegerilor,interviuce,franceză:,peste,simion,,occidentală,,fruntea,internațională,,interviuri,inexistent.,întâlnit,liderul,lovitură,aflat,singurul,pentru,stat"".,george,candidatul,prezidențaial,suveraniștilor,denunț,""marianne"",românia:,europa,presa,bandă,,ocean,model,contracandidatul,”trump,progresist,,această,prezidențiale,mine!”liderul,aproape,acordă,ultra-prezent",,,https://www.activenews.ro/stiri-politic/Ce-a-spus-liderul-AUR-in-presa-franceza-Sunt-singurul-care-denunt-aceasta-lovitura-de-stat-.-Marianne-l-a-intalnit-pe-George-Simion-nationalistul-aflat-in-fruntea-alegerilor-prezidentiale-din-Romania-Trump-este-un-model-pentru-mine-197125
25,"VIDEOGeorge Simion, mesaj de forță din Polonia, alături de conservatorul Karol Nawrocki: Acum e din nou momentul să luptăm pentru LIBERTATE, pentru DREPTURILE noastre, pentru FAMILIA CREȘTINĂ! Românii și polonezii sunt împreună în această luptă! - VIDEO„Alianțele se bazează pe respect. Am fost alături de viitorul președinte al Poloniei pentru a-l susține. Pe 18 mai avem alegeri prezidențiale și în Polonia”, a scris George Simion.","mesaj,drepturile,simion.,viitorul,respect.,susține.,simion,,polonia”,,scris,polonia,,alegeri,polonezii,libertate,,forță,nawrocki:,pentru,karol,george,românii,bazează,luptăm,alături,video„alianțele,familia,împreună,creștină!,momentul,noastre,,videogeorge,această,prezidențiale,președinte,conservatorul,luptă!,poloniei",,,https://www.activenews.ro/stiri/George-Simion-mesaj-de-forta-din-Polonia-alaturi-de-conservatorul-Karol-Nawrocki-Acum-e-din-nou-momentul-sa-luptam-pentru-LIBERTATE-pentru-DREPTURILE-noastre-pentru-FAMILIA-CRESTINA-Romanii-si-polonezii-sunt-impreuna-in-aceasta-lupta-VIDEO-197158
26,"Psih. Laurențiu Niculescu: Nicușor Dan - Fața decăderii democratice din România. Profilul psihologic al candidatului de paieRecent, atenția publicului a fost atrasă de un gest recurent al său, scobitul în nas (rhinotillexomanie), documentat în multiple înregistrări video. Comportamentul include și manipularea mucusului nazal, formarea de mici aglomerări și, ocazional, ingerarea acestora (mucofagie).","atenția,comportamentul,nicușor,include,formarea,atrasă,(rhinotillexomanie),,aglomerări,acestora,recurent,scobitul,niculescu:,psih.,paierecent,,decăderii,profilul,candidatului,psihologic,manipularea,ingerarea,video.,(mucofagie).,laurențiu,nazal,,publicului,ocazional,,multiple,documentat,democratice,românia.,mucusului,înregistrări",,,https://www.activenews.ro/opinii/Psih.-Laurentiu-Niculescu-Nicusor-Dan-Fata-decaderii-democratice-din-Romania.-Profilul-psihologic-al-candidatului-de-paie-197153
27,"Ce vrea Sistemul? ”Ori la Bal, ori la Spital?”„După lovitura de stat de catifea a CCR, se pregătește și o lovitură de forță sub acoperirea străzii, ca în decembrie 1989?”, se întreabă Adrian Pătrușcă.","pregătește,decembrie,forță,întreabă,catifea,acoperirea,1989?”,,spital?”„după,pătrușcă.,străzii,,sistemul?,lovitura,adrian,lovitură",,,https://www.activenews.ro/stiri/Ce-vrea-Sistemul-Ori-la-Bal-ori-la-Spital-197152
28,"VIDEO/OPINIEIon Cristoiu: Așa zisa scrisoare a foștilor ambasadori americani, ticluită de putred de coruptul Adrian Zuckerman, e o excrocherie. Maria Eftime: Afaceristul Zuckerman se manifestă împotriva Administrației TrumpSingura poziție a Americii față de alegerile din România e doar cea a administrației Trump. Deocamdată, administrația Trump nu s-a pronunțat. Așa zisa scrisoare a foștilor ambasadori americani, ticluită de Adrian Zuckerman, e o excrocherie","eftime:,zuckerman,trumpsingura,zuckerman,,românia,deocamdată,,administrației,administrația,alegerile,excrocherie,manifestă,coruptul,video/opinieion,foștilor,excrocherie.,afaceristul,poziție,adrian,împotriva,maria,scrisoare,cristoiu:,americii,trump.,ambasadori,ticluită,americani,,pronunțat.,putred,trump",,,https://www.activenews.ro/opinii/Ion-Cristoiu-Asa-zisa-scrisoare-a-fostilor-ambasadori-americani-ticluita-de-putred-de-coruptul-Adrian-Zuckerman-e-o-excrocherie.-Maria-Eftime-Afaceristul-Zuckerman-se-manifesta-impotriva-Administratiei-Trump-197127
29,"Adrian Onciu: Sufletul neamului pierdutPe 18 mai, alegerea nu este despre bani, ci despre suflet. ”Acolo unde este comoara voastră, acolo va fi și inima voastră”. Să alegem un președinte care prețuiește credința, poporul și patria, nu promisiunile deșarte de prosperitate colectivă. România merită mai mult decât o campanie a fricii – merită o renaștere a spiritului, sub steagul iubirii de patrie.","decât,fricii,alegem,campanie,românia,acolo,spiritului,,onciu:,comoara,voastră”.,prețuiește,renaștere,merită,poporul,sufletul,pierdutpe,patria,,bani,,adrian,steagul,prosperitate,alegerea,suflet.,credința,,inima,iubirii,colectivă.,neamului,”acolo,deșarte,voastră,,patrie.,despre,președinte,promisiunile",,,https://www.activenews.ro/opinii/Adrian-Onciu-Sufletul-neamului-pierdut-197126
30,"Marian Dumitru: Imoral și ilegal! DexOnline îți spune cu cine să votezi!Dacă te gândești zilele astea să cauți un cuvânt pe Dex Online, o să ai o surpriză: o să ți se spună CU CINE trebuie să votezi!","surpriză:,cuvânt,ilegal!,imoral,dumitru:,spune,cauți,votezi!,gândești,trebuie,astea,spună,marian,zilele,dexonline,votezi!dacă,online,",,,https://www.activenews.ro/opinii/Marian-Dumitru-Imoral-si-ilegal-DexOnline-iti-spune-cu-cine-sa-votezi-197114
31,"DOCUMENTApelul pentru Ion Iliescu a fost semnat și de Nicușor Dan! Cine a lipsit (motivat) de la mitingul din Piața Victoriei și ce mesaj a avut de transmis - APEL pentru un FRONT COMUN: Intelectualii lui Iliescu și Băsescu au devenit Intelectualii lui DanÎn urmă cu 25 de ani ""intelectualii"" României se coalizau, înainte de alegerile prezidențiale, cu liste de susținere și mitinguri, că să scape țară de ""răul cel mare"". Așa că l-au pus, din nou, în fruntea țării, pe criminalul KGB-ist Ion Iliescu.","devenit,lipsit,mesaj,româniei,nicușor,iliescu.,comun:,susținere,mitinguri,,fruntea,coalizau,,danîn,alegerile,mitingul,liste,mare"".,înainte,băsescu,pentru,kgb-ist,""răul,țării,,(motivat),criminalul,""intelectualii"",semnat,iliescu,documentapelul,transmis,prezidențiale,,victoriei,piața,front,scape,intelectualii",,,https://www.activenews.ro/opinii/Apelul-pentru-Ion-Iliescu-a-fost-semnat-si-de-Nicusor-Dan-Cine-a-lipsit-motivat-de-la-mitingul-din-Piata-Victoriei-si-ce-mesaj-a-avut-de-transmis-APEL-pentru-un-FRONT-COMUN-Intelectualii-lui-Iliescu-si-Basescu-au-devenit-Intelectualii-lui-Dan-197115
32,"George Simion: NU VĂ FIE FRICĂ! Este timpul să ne deșteptăm!„Întrucât inclusiv articolul CE MĂ FAC CU VOI? mi-a fost răstălmăcit de G4Media și copia sa, HotNews, am creat o rubrică FALS pe site-ul personal, care va funcționa până la finalul campaniei, unde vor fi dezmințite minciunile care se propagă de jurnaliștii care participă la mitinguri politice.","timpul,creat,personal,,răstălmăcit,deșteptăm!„întrucât,rubrică,articolul,simion:,campaniei,,frică!,george,site-ul,finalul,propagă,copia,jurnaliștii,funcționa,inclusiv,politice.,mitinguri,minciunile,hotnews,,participă,dezmințite,g4media",,,https://www.activenews.ro/stiri/George-Simion-NU-VA-FIE-FRICA-Este-timpul-sa-ne-desteptam-197112
33,"Speranțe pentru Duminică: Trump nu doarme!Există temeri serioase că
puterea interimară și ilegitimă de la București va încerca să fure ca în codru
la turul II al alegerilor prezidențiale, la ordinul Bruxellesului și Parisului.","doarme!există,puterea,alegerilor,serioase,temeri,bruxellesului,turul,interimară,ilegitimă,duminică:,pentru,parisului.,codru,speranțe,bucurești,încerca,prezidențiale,,ordinul,trump",,,https://www.activenews.ro/opinii/Sperante-pentru-Duminica-Trump-nu-doarme-197109
34,"Zoe Dantes: A venit vremea ultimei alegeri""Ori sunteți cu Hristos, ori sunteți cu dracul. Altă cale nu există!"" (Arhimandrit Ioanichie Bălan)","dantes:,venit,bălan),sunteți,există!"",vremea,ioanichie,hristos,,ultimei,dracul.,(arhimandrit,alegeri""ori",,,https://www.activenews.ro/opinii/Zoe-Dantes-A-venit-vremea-ultimei-alegeri-197096
35,"APELUL VENETICILORImplicare a cultelor religioase venetice de partea candidatului Sistemului. Ungurii și sași de alte credințe decât cea ortodoxă - catolici, luterani, reformați, unitarieni, evanghelici - îi fac campanie LGBT-istului Nicușor Dan. APEL aplaudat de BaconschiFiul poetului proletcultist A. E. Baconsky, un autor mai puțin cunoscut de dedicații adresate securiștilor chiar în decembrie 1989 dar mult mai prizat ca diplomat prin jacuzzi-urile ambasadoarelor și singurul ministru de Externe al României dat afară din slujbă prin sms, teologul de cafenele care a făcut campanie împotriva Referendumului pentru","credințe,româniei,nicușor,externe,decât,puțin,ungurii,campanie,partea,făcut,luterani,,dedicații,prizat,cunoscut,singurul,unitarieni,,referendumului,afară,chiar,pentru,adresate,ambasadoarelor,împotriva,candidatului,venetice,proletcultist,baconsky,,decembrie,ministru,slujbă,diplomat,aplaudat,lgbt-istului,religioase,poetului,autor,securiștilor,cultelor,jacuzzi-urile,baconschifiul,veneticilorimplicare,sistemului.,teologul,cafenele,apelul,ortodoxă,reformați,,catolici,,evanghelici",,,https://www.activenews.ro/stiri-politic/Implicare-a-cultelor-religioase-venetice-de-partea-candidatului-Sistemului.-Ungurii-si-sasi-de-alte-credinte-decat-cea-ortodoxa-catolici-luterani-reformati-unitarieni-evanghelici-ii-fac-campanie-LGBT-istului-Nicusor-Dan.-APEL-aplaudat-de-Baconschi-197091
36,"MIRCEA CĂRTĂRESCU: O ISTORIE ROMANȚATĂ DESPRE CUM NE ALEGEM PREȘEDINTELE ÎN MOD INTELIGENTÎn anul 2004, a fost Băsescu... Când i-a descoperit calitățile bine acoperite până atunci, Mircea Nobel s-a grăbit să împărtășească descoperirea cu publicul larg, pentru că oamenii -simpli la vorbă și la port, mahala ineptă, pleavă, etc.- poate că aveau ezitări și nu știau unde să pună ștampila.","cărtărescu:,atunci,,alegem,ineptă,,știau,istorie,mircea,larg,,port,,mahala,aveau,poate,vorbă,ezitări,pentru,ștampila.,descoperit,-simpli,băsescu...,acoperite,etc.-,2004,,președintele,împărtășească,pleavă,,inteligentîn,despre,romanțată,nobel,oamenii,calitățile,grăbit,descoperirea,publicul",,,https://www.activenews.ro/opinii/MIRCEA-CARTARESCU-O-ISTORIE-ROMANTATA-DESPRE-CUM-NE-ALEGEM-PRESEDINTELE-IN-MOD-INTELIGENT-197090
37,"Ion Spânu: Nicușor e muc dar Blandiana nu mai e sfârc. Doar hoașcăSă nu-mi ceară nimeni respect pentru Ana Blandiana, din moment ce ea vorbește în acești termeni despre cîștigătorul primului tur al alegerilor și posibilul viitor președinte al României. Ia fiți atenți:","româniei.,cîștigătorul,nicușor,alegerilor,hoașcăsă,nu-mi,spânu:,sfârc.,blandiana,blandiana,,acești,nimeni,pentru,posibilul,atenți:,primului,viitor,respect,despre,moment,vorbește,președinte,ceară,termeni",,,https://www.activenews.ro/opinii/Ion-Spanu-Nicusor-e-muc-dar-Blandiana-nu-mai-e-sfarc.-Doar-hoasca-197089
38,"FOTONicușor Dan și-a chemat adepții în Piața Victoriei. Susținătorii lui și-au pregătit deja fustițele - FOTOGRAFIA NOPȚII. ACTUALIZARE: AU ÎNCĂLCAT LEGEA! Primăria Capitalei transmite ÎN DIRECT mitingul candidatului prezidențial al USR!Nicușor Dan și-a invitat duminică susținătorii în Piața Victoriei din Capitală, transmite ProTV. Adunarea a fost anunțată de staful de campanie, promovată pe rețelele de socializare unde și-au anunțat participarea mii de oameni.","anunțat,încălcat,socializare,anunțată,legea!,primăria,protv.,prezidențial,chemat,mitingul,oameni.,susținătorii,adepții,fotonicușor,victoriei.,nopții.,actualizare:,participarea,direct,candidatului,duminică,promovată,fustițele,adunarea,fotografia,usr!nicușor,capitalei,staful,pregătit,victoriei,capitală,,rețelele,transmite,campanie,,piața,și-au,invitat",,,https://www.activenews.ro/stiri/Nicusor-Dan-si-a-chemat-adeptii-in-Piata-Victoriei.-Sustinatorii-lui-si-au-pregatit-deja-fustitele-FOTOGRAFIA-NOPTII.-ACTUALIZARE-AU-INCALCAT-LEGEA-Primaria-Capitalei-transmite-IN-DIRECT-mitingul-candidatului-prezidential-al-USR-197088
39,"PRINS!E DE-AL LOR! L-au dat în vileag: ANTICREȘTINII LGBT-IȘTI de la RENEW EUROPE au recunoscut că ”independentul” Nicușor Dan e CANDIDATUL LOR. Acum cere și ”parteneriate civile” pentru cupluri de același sex și cele ca al lui - VIDEONicușor Dan a subliniat că este nevoie de o legislație care să ofere drepturi și protecție legală atât cuplurilor de același sex, cât și celor necăsătorite, inclusiv „persoanelor în vârstă care aleg să nu se căsătorească”","necăsătorite,,nicușor,celor,legală,anticreștinii,renew,prins!e,pentru,europe,vileag:,videonicușor,cuplurilor,”independentul”,legislație,același,candidatul,de-al,protecție,„persoanelor,ofere,recunoscut,”parteneriate,subliniat,nevoie,lgbt-iști,inclusiv,drepturi,vârstă,căsătorească”,civile”,cupluri",,,https://www.activenews.ro/opinii/E-DE-AL-LOR-L-au-dat-in-vileag-ANTICRESTINII-LGBT-ISTI-de-la-RENEW-EUROPE-au-recunoscut-ca-independentul-Nicusor-Dan-e-CANDIDATUL-LOR.-Acum-cere-si-parteneriate-civile-pentru-cupluri-de-acelasi-sex-si-cele-ca-al-lui-VIDEO-197086
40,"Mesaj în prag de alegeri pentru tânărul contemporan – Adu-ți aminte cine ești!Umbrit de nostalgia Viitorului, pe care îl jinduiești, inevitabil, într-o certitudine că mâine va fi mai bine, mai perfect, mai plăcut și mai sigur, ai uitat de clipa Prezentului. Ai uitat că nu standardele impuse de ""elitele"" societății alcătuiesc idealul în care crezi și nu mentalitatea pe care ți-o insuflă prin toate mijloacele posibile, îți va oferi fericirea de mâine.","idealul,mesaj,""elitele"",certitudine,perfect,,într-o,mâine.,alegeri,viitorului,,impuse,nostalgia,clipa,pentru,sigur,,aminte,jinduiești,,uitat,toate,standardele,tânărul,oferi,contemporan,insuflă,mentalitatea,posibile,,crezi,bine,,mâine,fericirea,societății,plăcut,ești!umbrit,inevitabil,,prezentului.,alcătuiesc,mijloacele,adu-ți",,,https://www.activenews.ro/opinii/Mesaj-in-prag-de-alegeri-pentru-tanarul-contemporan-%E2%80%93-Adu-ti-aminte-cine-esti-197087
41,"Opinia PoliticianuluiCE MĂ FAC CU VOI? Articolul-bombă al lui George SimionÎn momentul când scriu aceste rânduri sunt în zborul Ryanair Londra-București, după o zi încărcată în comunitatea românilor din Londra. Nu am deloc emoții privind rezultatul alegerilor de duminica viitoare, atâta timp cât ele sunt corecte și libere","alegerilor,scriu,corecte,emoții,duminica,zborul,libere,comunitatea,ryanair,atâta,privind,simionîn,george,aceste,politicianuluice,opinia,rezultatul,londra.,deloc,rânduri,românilor,momentul,viitoare,,articolul-bombă,încărcată,londra-bucurești,",,,https://www.activenews.ro/opinii/CE-MA-FAC-CU-VOI-Articolul-bomba-al-lui-George-Simion-197084
42,"ANULAREA CULTURIIRĂZBUNAREA SISTEMULUI. Nicușoriștii au INTERZIS la Iași o piesă a artistului de geniu Mihai Mălaimare pentru că susține AUR și Curățenia Generală. ”Ați lovit în visul unor tineri actori! În numele cui? Al unui deziderat politic, al unui ordin pe unitate?”De fapt, „execuția” maestrului se datorează faptului că a declarat tranșant că a venit momentul ca românii să voteze pentru măturarea tuturor trădătorilor de la putere și tragerea la răspundere a ucigașilor de români din pandemie. Este clar pentru cine. Iată cum se răzbună Sistemul din spatele marionetei „independente” Nicușor Dan față de un mare","interzis,declarat,venit,nicușor,piesă,ucigașilor,maestrului,putere,susține,actori!,tineri,„execuția”,numele,ordin,„independente”,sistemul,deziderat,pentru,unitate?”de,nicușoriștii,mălaimare,românii,datorează,lovit,artistului,spatele,români,visul,geniu,curățenia,mihai,culturiirăzbunarea,momentul,tragerea,măturarea,faptului,răzbună,voteze,pandemie.,sistemului.,trădătorilor,politic,,tuturor,marionetei,cine.,tranșant,anularea,generală.,fapt,,răspundere",,,https://www.activenews.ro/stiri/RAZBUNAREA-SISTEMULUI.-Nicusoristii-au-INTERZIS-la-Iasi-o-piesa-a-artistului-de-geniu-Mihai-Malaimare-pentru-ca-sustine-AUR-si-Curatenia-Generala.-Ati-lovit-in-visul-unor-tineri-actori-In-numele-cui-Al-unui-deziderat-politic-al-unui-ordin-pe-unitat-197078
43,"Luminița Arhire: O PERINIȚĂ POLITICĂ TOTAL SCHIZOFRENICĂAi jucat tontoroiul pe Constituție, ai izolat România, ai făcut-o ridicolă prin incompetența ta diplomatică, ai insultat votanții din țară, ai jignit votanții din diaspora, ai susținut-o pe Lasconi, dar n-a fost să fie, că ai anulat alegerile, după asta l-ai susținut pe Crin, dar n-a fost să fie, că n-a intrat în turul doi, apoi te-ai aruncat, parțial, în brațele lui Nicușor...","diplomatică,,jignit,te-ai,periniță,turul,parțial,,brațele,țară,,susținut,schizofrenicăai,total,arhire:,diaspora,,susținut-o,tontoroiul,făcut-o,insultat,lasconi,,anulat,românia,,incompetența,ridicolă,nicușor...,luminița,aruncat,,politică,crin,,alegerile,,constituție,,intrat,jucat,izolat,votanții",,,https://www.activenews.ro/opinii/Luminita-Arhire-O-PERINITA-POLITICA-TOTAL-SCHIZOFRENICA-197077
44,"SUCEALAViktor Orban s-a răzgândit: ”Colaborăm cu foștii lideri ai României pentru a promova viața și supraviețuirea maghiarilor din Transilvania”„Nu dorim să influențăm în niciun fel alegerile prezidențiale din România în Ungaria. În același timp, guvernul maghiar consideră că poziția Uniunii Democrate a Maghiarilor din România este decisivă, iar în chestiuni de politică națională, interesul maghiarilor din Transilvania este indicatorul.”","foștii,româniei,sucealaviktor,românia,influențăm,răzgândit:,orban,”colaborăm,alegerile,chestiuni,timp,,uniunii,pentru,consideră,niciun,ungaria.,același,promova,națională,,guvernul,indicatorul.”,transilvania,dorim,viața,supraviețuirea,lideri,democrate,politică,decisivă,,prezidențiale,transilvania”„nu,poziția,maghiarilor,interesul,maghiar",,,https://www.activenews.ro/opinii/Viktor-Orban-s-a-razgandit-Colaboram-cu-fostii-lideri-ai-Romaniei-pentru-a-promova-viata-si-supravietuirea-maghiarilor-din-Transilvania-197075
45,"VIDEOUn adevărat cavaler! Nicușor Dan își dă la o parte concubina pentru a fi primul în fața camerei - VIDEOFilmarea de mai jos, publicată pe Facebook de Liviu Pleșoianu, în care amanta candidatului prezidențial al USR-PNL-UDMR Mirabela Grădinaru este dată la o parte cu o oarecarea brutalitate, sugerează o trăsătură importantă a caracterului lui Nicușor Dan.","importantă,amanta,nicușor,usr-pnl-udmr,caracterului,brutalitate,,prezidențial,grădinaru,pleșoianu,,concubina,videofilmarea,primul,pentru,sugerează,cavaler!,candidatului,trăsătură,adevărat,liviu,mirabela,publicată,videoun,oarecarea,camerei,parte,facebook",,,https://www.activenews.ro/stiri/Un-adevarat-cavaler-Nicusor-Dan-isi-da-la-o-parte-concubina-pentru-a-fi-primul-in-fata-camerei-VIDEO-197062
46,Patrick André de Hillerin: Nicușor Dan refuză să comunice numele donatorilor săi din precampania electoralăPatrick Andre de Hillerin face o scurtă analiză pe pagina sa de Facebook despre motivele pentru care Nicușor Dan nu este presat să comunice public numele donatorilor din precampania electorală:,"nicușor,hillerin:,presat,andré,electoralăpatrick,numele,refuză,pagina,electorală:,andre,scurtă,hillerin,donatorilor,pentru,comunice,motivele,despre,precampania,patrick,public,analiză,facebook",,,https://www.activenews.ro/stiri/Patrick-Andr%C3%A9-de-Hillerin-Nicusor-Dan-refuza-sa-comunice-numele-donatorilor-sai-din-precampania-electorala-197061
47,"VIDEOPălitură de osândă pentru UDMR: Viktor Orban a ascultat de Donald Trump și îl susține pe George Simion, ca lider al suveranismului în Europa: ”În lupta pentru creștinism și suveranitate trebuie să ne sprijinim reciproc” - VIDEOCel mai cunoscut susținător al lui Donald Trump din Uniunea Europeană dă dovadă că a ascultat de prietenul său mai mare de peste Ocean și s-a hotărât să sprijine, cel puțin verbal, conservatorismul din România și pe liderul acestui curent național, candidatul prezidențial al suveraniștilor și președintele AUR, George Simion.","viktor,prietenul,simion.,peste,puțin,simion,,românia,prezidențial,dovadă,orban,susține,reciproc”,sprijinim,europeană,liderul,cunoscut,donald,acestui,videocel,pentru,george,candidatul,suveraniștilor,conservatorismul,suveranismului,videopălitură,președintele,udmr:,uniunea,trebuie,ocean,susținător,verbal,,ascultat,europa:,lider,osândă,hotărât,suveranitate,curent,creștinism,național,,lupta,trump,sprijine,",,,https://www.activenews.ro/stiri/Palitura-de-osanda-pentru-UDMR-Viktor-Orban-a-ascultat-de-Donald-Trump-si-il-sustine-pe-George-Simion-ca-lider-al-suveranismului-in-Europa-In-lupta-pentru-crestinism-si-suveranitate-trebuie-sa-ne-sprijinim-reciproc-VIDEO-197063
48,"VIDEOBEC și AEP ar trebui să investigheze DEZBATEREA ARANJATĂ de la Euronews. Boala OCULTEI din spatele lui Nicușor Dan. George Simion: Voi pune interesele României pe primul loc. TEMELE fierbinți: AVORT, LGBT, BANI, UCRAINA, RĂZBOI - Analiza ActiveNewsPentru orice jurnalist cu experiență este o evidență că la „dezbaterea” Euronews Nicușor Dan a avut răspunsurile pregătite pentru că a cunoscut de dinainte întrebările venite din partea postului de stat și a fost antrenat asupra lor.","lgbt,,antrenat,româniei,nicușor,interesele,dezbaterea,partea,trebui,fierbinți:,război,analiza,postului,aranjată,cunoscut,temele,evidență,primul,pentru,simion:,jurnalist,pregătite,george,euronews.,bani,,activenewspentru,euronews,orice,investigheze,asupra,boala,spatele,răspunsurile,videobec,ucraina,,avort,,ocultei,venite,experiență,întrebările,dinainte,„dezbaterea”",,,https://www.activenews.ro/opinii/BEC-si-AEP-ar-trebui-sa-investigheze-DEZBATEREA-ARANJATA-de-la-Euronews.-Boala-OCULTEI-din-spatele-lui-Nicusor-Dan.-George-Simion-Voi-pune-interesele-Romaniei-pe-primul-loc.-TEMELE-fierbinti-AVORT-LGBT-BANI-UCRAINA-RAZBOI-Analiza-ActiveNews-197050
49,"DOCUMENTE SMBSRS: Nicușor Dan turnător la Securitate cu acte! Sorin Roșca Stănescu publică documentele. NOTE INFORMATIVE de POLIȚIE POLITICĂDocumentul care mi-a parvenit și căruia, prin „mijloace specifice”, am avut posibilitatea să îi verific autenticitatea demonstrează, fără drept de apel, că Nicușor Dan, actualul candidat prezidențial, a fost recrutat ca informator, adică turnător al Securității, iar în 1988 făcea pur și simplu parte din ceea ce numim poliția politică","acte!,„mijloace,nicușor,documentele.,candidat,apel,,autenticitatea,făcea,căruia,,sorin,poliția,documente,simplu,turnător,prezidențial,,informative,numim,informator,,adică,roșca,stănescu,publică,securității,,recrutat,posibilitatea,specifice”,,politicădocumentul,verific,drept,actualul,politică,smbsrs:,securitate,parte,poliție,parvenit,demonstrează,",,,https://www.activenews.ro/opinii/SRS-Nicusor-Dan-turnator-la-Securitate-cu-acte-Sorin-Rosca-Stanescu-publica-documentele.-NOTE-INFORMATIVE-de-POLITIE-POLITICA-196500
50,"VIDEOA ÎNCEPUT! VIDEO: Firul nevăzut al serviciilor secrete la 6 luni de la anularea alegerilor. Col. (r) SRI Ion Dedu dezvăluie ițele ședințelor CSAT și CCR care au produs lovitura de stat constituțională. Noi documente decriptate la ActiveNewsLa 6 luni de la lovitura de stat constituțională din 6 decembrie 2024, col. (r) SRI Ion Dedu prezintă alături de redactorul nostru Victor Roncea firul afacerii prin noi documente decriptate în cadrul unei emisiuni exclusive realizate de ActiveNews în parteneriat cu Starea de Libertate.","prezintă,starea,ițele,activenewsla,2024,,constituțională,nostru,afacerii,libertate.,constituțională.,documente,redactorul,început!,parteneriat,produs,activenews,lovitura,firul,ședințelor,emisiuni,secrete,decembrie,exclusive,roncea,serviciilor,cadrul,dezvăluie,video:,alături,videoa,realizate,decriptate,alegerilor.,nevăzut,anularea,victor",,,https://www.activenews.ro/stiri/A-INCEPUT-VIDEO-Firul-nevazut-al-serviciilor-secrete-la-6-luni-de-la-anularea-alegerilor.-Col.-r-SRI-Ion-Dedu-dezvaluie-itele-sedintelor-CSAT-si-CCR-care-au-produs-lovitura-de-stat-constitutionala.-Noi-documente-decriptate-la-ActiveNews-197028
51,"cetățeanulDOCUMENTE: Casele de avocatură care au contracte de peste 11.000.000 de euro cu Primăria Capitalei condusă de Nicușor Dan, deși Aparatul Juridic al Primăriei are peste 80 de angajați. DEZVĂLUIRE CETĂȚEANUL.NETCandidatul independent la Președinția României și actualul primar general al Capitalei, Nicușor Dan, are de dat explicații despre cheltuirea a peste 11 milioane de euro din banii bucureștenilor pe servicii juridice externe.","româniei,nicușor,peste,primăria,primăriei,juridice,general,aparatul,bucureștenilor,externe.,explicații,avocatură,capitalei,,dezvăluire,cetățeanuldocumente:,milioane,cheltuirea,casele,condusă,juridic,11.000.000,independent,capitalei,actualul,despre,banii,primar,președinția,angajați.,servicii,contracte,cetățeanul.netcandidatul",,,https://www.activenews.ro/stiri/DOCUMENTE-Casele-de-avocatura-care-au-contracte-de-peste-11.000.000-de-euro-cu-Primaria-Capitalei-condusa-de-Nicusor-Dan-desi-Aparatul-Juridic-al-Primariei-are-peste-80-de-angajati.-DEZVALUIRE-CETATEANUL.NET-196652
